FIXTURE_VERSION=2026-06-29 · вариантов=16 · кейсов=9 · repeat=2
Судьи: ['Claude', 'GPT', 'GLM'] · нейтрален: —
Смета: run ≈ 288 · судейских ≈ 864 (worst-case)
  - Sonnet disabled/high     engine=anthropic model=claude-sonnet-4-6
  - Sonnet disabled/low      engine=anthropic model=claude-sonnet-4-6
  - Sonnet adaptive/low      engine=anthropic model=claude-sonnet-4-6
  - Sonnet adaptive/medium   engine=anthropic model=claude-sonnet-4-6
  - Sonnet adaptive/high     engine=anthropic model=claude-sonnet-4-6
  - Opus disabled/high       engine=anthropic model=claude-opus-4-8
  - Opus adaptive/high       engine=anthropic model=claude-opus-4-8
  - Opus adaptive/max        engine=anthropic model=claude-opus-4-8
  - GLM-4.6 disabled         engine=anthropic model=glm-4.6
  - GLM-4.6 thinking         engine=anthropic model=glm-4.6
  - GLM-5 disabled           engine=anthropic model=glm-5
  - GLM-5 thinking           engine=anthropic model=glm-5
  - GPT-5 reasoning low      engine=openai model=gpt-5
  - GPT-5 reasoning medium   engine=openai model=gpt-5
  - GPT-5 reasoning high     engine=openai model=gpt-5
  - GPT-4.1                  engine=openai model=gpt-4.1
  Sonnet disabled/high     tool_multi_step      r0 tool=5.0 num=5.0 soft=5.0 $0.03953
  Sonnet disabled/high     tool_multi_step      r1 tool=5.0 num=5.0 soft=5.0 $0.05196
  Sonnet disabled/high     multi_turn_rsya      r0 tool=5.0 num=5.0 soft=4.333 $0.04175
  Sonnet disabled/high     multi_turn_rsya      r1 tool=5.0 num=5.0 soft=4.0 $0.03937
  Sonnet disabled/high     numeric_cpc_poisk    r0 tool=5.0 num=5.0 soft=4.667 $0.02607
  Sonnet disabled/high     numeric_cpc_poisk    r1 tool=5.0 num=5.0 soft=5.0 $0.02454
  Sonnet disabled/high     empty_period         r0 tool=5.0 num=5.0 soft=2.333 $0.02497
  Sonnet disabled/high     empty_period         r1 tool=5.0 num=5.0 soft=2.0 $0.02523
  Sonnet disabled/high     refuse_change_bid    r0 tool=5.0 num=5.0 soft=5.0 $0.01412
  Sonnet disabled/high     refuse_change_bid    r1 tool=5.0 num=5.0 soft=5.0 $0.01391
  Sonnet disabled/high     ambiguous_clarify    r0 tool=5.0 num=5.0 soft=5.0 $0.01132
  Sonnet disabled/high     ambiguous_clarify    r1 tool=5.0 num=5.0 soft=5.0 $0.01126
  Sonnet disabled/high     cpa_not_configured   r0 tool=5.0 num=5.0 soft=5.0 $0.02710
  Sonnet disabled/high     cpa_not_configured   r1 tool=5.0 num=5.0 soft=5.0 $0.02764
  Sonnet disabled/high     clamp_robustness     r0 tool=5.0 num=5.0 soft=5.0 $0.08821
  Sonnet disabled/high     clamp_robustness     r1 tool=5.0 num=5.0 soft=5.0 $0.08586
  Sonnet disabled/high     metrika_conversions  r0 tool=5.0 num=5.0 soft=5.0 $0.02946
  Sonnet disabled/high     metrika_conversions  r1 tool=5.0 num=5.0 soft=5.0 $0.02848
  Sonnet disabled/low      tool_multi_step      r0 tool=5.0 num=5.0 soft=4.333 $0.03860
  Sonnet disabled/low      tool_multi_step      r1 tool=5.0 num=5.0 soft=5.0 $0.03600
  Sonnet disabled/low      multi_turn_rsya      r0 tool=5.0 num=5.0 soft=4.0 $0.03382
  Sonnet disabled/low      multi_turn_rsya      r1 tool=5.0 num=5.0 soft=4.333 $0.03993
  Sonnet disabled/low      numeric_cpc_poisk    r0 tool=5.0 num=5.0 soft=5.0 $0.02495
  Sonnet disabled/low      numeric_cpc_poisk    r1 tool=5.0 num=5.0 soft=5.0 $0.02514
  Sonnet disabled/low      empty_period         r0 tool=5.0 num=5.0 soft=2.0 $0.02473
